AREA;VARIEDADE;DATA DE PODA;DATA DA AMOSTRA;DIAS_POS_PODA;TEXTO DATA;ESTADO DO ENGACO;COLORACAO DO CACHO;BRIX ACIMA DO IDEAL;BRIX DO SUCO;ACIDEZ;BRIX;DIAMETRO
A09 V2;ARRA 15;31/05/2019;02/09/2019;94;02/09/2019;MADURO;;0,18;14;1,43;14,6;19
B09 V1;CRIMSON;29/04/2019;02/09/2019;126;02/09/2019;MADURO;;0,98;18;0,74;18,6;17
B11 V2,2;ARRA 30;27/05/2019;02/09/2019;98;02/09/2019;MADURO;;0,68;17,6;0,48;17;19
A07 V3;THOMPSON;10/05/2019;02/09/2019;115;02/09/2019;MADURO;;0,53;17,2;0,92;16,7;17
A01 V1;CRIMSON;06/05/2019;03/09/2019;120;03/09/2019;MADURO;VERMELHA;1;19;0,7;19;16,9
A04 V3 E V4;ARRA 12;27/05/2019;03/09/2019;99;03/09/2019;MADURO;VERMELHA;0,07;14,2;0,93;14,3;20,4
A05 V1 E V2;SUGRAONE;14/06/2019;03/09/2019;81;03/09/2019;MADURO;¶MBAR;0,42;14,2;0,87;14,4;19
A05 V3 E V4;SUGRAONE;14/06/2019;03/09/2019;81;03/09/2019;MADURO;VERDE;0,1;12,8;0,88;12,9;19,2
A09 V3 E V4;ARRA 15;01/06/2019;03/09/2019;94;03/09/2019;MADURO;VERDE;0,1;14,4;1,54;14;19
A06 V1 E V2;ARRA 15;02/06/2019;03/09/2019;93;03/09/2019;MADURO;VERDE;0;12,8;2,12;12,8;17,9
B04 V2;CRIMSON;06/05/2019;04/09/2019;121;04/09/2019;MADURO;VERMELHA;0,97;18;0,79;18;17
B03 V2;CRIMSON;06/05/2019;04/09/2019;121;04/09/2019;MADURO;VERMELHA;0,93;19;0,75;18;17
B07 V2.2;SABLE;03/06/2019;05/09/2019;94;05/09/2019;MADURO;PRETA;0,07;15;0,95;14,8;18,8
B15 V2;THOMPSON;16/05/2019;06/09/2019;113;06/09/2019;MADURO;¶MBAR;0,47;16,4;0,97;16,3;18,3
A03 V1 E V2;ARRA 15;25/05/2019;06/09/2019;104;06/09/2019;MADURO;¶MBAR;0,97;17,2;0,99;18,3;21
A03 V3 E V4;ARRA 15;25/05/2019;06/09/2019;104;06/09/2019;MADURO;¶MBAR;0,77;16,6;1,09;17,5;20,5
B11 V02,2;ARRA 30;27/05/2019;06/09/2019;102;06/09/2019;MADURO;¶MBAR;0,82;17,8;0,41;17,9;19
A06 V3 E V4;ARRA 15;27/05/2019;06/09/2019;102;06/09/2019;MADURO;¶MBAR;0,83;18,2;1,1;18,5;19
A03 V3 E V4;ARRA 15;25/05/2019;06/09/2019;104;06/09/2019;MADURO;¶MBAR;0,43;15,2;1,2;16;20
A03 V1 E V2;ARRA 15;25/05/2019;06/09/2019;104;06/09/2019;MADURO;¶MBAR;0,77;17;0,99;18;20
B15 V1;THOMPSON;14/05/2019;06/09/2019;115;06/09/2019;MADURO;¶MBAR;0,73;16,4;0,87;17,7;18
A06 V3 E V4;ARRA 15;27/05/2019;06/09/2019;102;06/09/2019;MADURO;¶MBAR;0,87;18;1,09;19;18,6
B15 V1;THOMPSON;14/05/2019;08/09/2019;117;08/09/2019;MADURO;¶MBAR;0,88;18,,6;0,85;18,9;17,7
B15 V2;THOMPSON;16/05/2019;08/09/2019;115;08/09/2019;MADURO;¶MBAR;0,63;17;0,88;17,5;18
A05 V3 E V4;SUGRAONE;14/06/2019;10/09/2019;88;10/09/2019;MADURO;¶MBAR;0,12;13;0,7;13,1;20,3
A06 V3 E V4;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,9;20;1,05;20,6;18,8
A05 V1 E V2;ARRA 15;14/06/2019;10/09/2019;88;10/09/2019;MADURO;¶MBAR;0,75;14,8;0,63;15,3;20
A06 V3 E V4;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,95;20,4;0,97;20;19
A06 V1 E V2;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,2;14,8;1,57;15,2;18,6
A09 V2;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,8;17,8;0,95;18,2;18,6
A09 V3 E V4;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,28;15,6;0,99;15,8;19
A09 V1;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,68;17,4;1,03;17,6;19,3
A03 V1 E V2;ARRA 15;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,78;17,6;0,97;18,8;20,2
A09 V1;ARRA 15;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,78;17,4;1,12;18,2;19
A04 V3 E V4;ARRA 12;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,25;15,4;0,86;15,9;20,8
A03 V3 E V4;ARRA 15;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,9;17,2;1,06;18,6;20,6
A03 V3 E V4;ARRA 15;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,77;16,2;1,09;17,7;20,2
A03 V1 E V2;ARRA 15;;09/09/2019;43717;09/09/2019;MADURO;¶MBAR;0,97;18;0,94;19;20,7
B11 V2.2;SW35;10/06/2019;17/09/2019;99;17/09/2019;MADURO;VERDE;0;11;1,14;11,4;25,7
B11 V2.2;SW35;10/06/2019;11/09/2019;93;11/09/2019;MADURO;VERDE;0;10,4;1,57;10,4;25,1
A05 V1 E V2;SUGRAONE;14/06/2019;17/09/2019;95;17/09/2019;MADURO;¶MBAR;0,78;15,2;0,51;15,8;20,5
A11 V1;MIDNIGHT;;17/09/2019;43725;17/09/2019;MADURO;PRETA;0,82;16,4;0,7;16,7;17,5
B03 V1;CRIMSON;28/05/2019;17/09/2019;112;17/09/2019;MADURO;ROSADA;0,58;16,4;1,09;16;16,9
B04 V1;CRIMSON;28/05/2019;17/09/2019;112;17/09/2019;MADURO;ROSADA;0,37;15,4;1,12;15,3;17,3
A05 V3 E V4;SUGRAONE;14/06/2019;17/09/2019;95;17/09/2019;MADURO;¶MBAR;0,3;13,8;0,55;14,1;20,7
A09 V3;ARRA 15;;16/09/2019;43724;16/09/2019;MADURO;¶MBAR;0,87;18,2;0,94;19;19,4
A05 V1 E V2;SUGRAONE;14/06/2019;17/09/2019;95;17/09/2019;MADURO;¶MBAR;0,78;15,2;0,51;15,8;20,5
A11 V2;MIDNIGHT;;17/09/2019;43725;17/09/2019;MADURO;PRETA;0,27;15,4;0,91;15;16,4
A04 V3 E V4;ARRA 12;;16/09/2019;43724;16/09/2019;MADURO;VERMELHA;0,5;16;0,68;16,6;21,8
A09 V2;ARRA 15;;16/09/2019;43724;16/09/2019;MADURO;¶MBAR;1;19,2;0,81;20,7;18,8
A09 V4;ARRA 15;;16/09/2019;43724;16/09/2019;MADURO;¶MBAR;0,67;17,4;0,93;18,1;19,1
B07 V2.1;SABLE;02/06/2019;16/09/2019;106;16/09/2019;MADURO;PRETA;0,05;14,6;0,86;15,2;19
B07 V2.2;SABLE;12/05/2019;16/09/2019;127;16/09/2019;MADURO;PRETA;0,5;16,8;0,71;17,1;19
A09 V1;ARRA 15;;16/09/2019;43724;16/09/2019;MADURO;¶MBAR;0,97;18,8;0,92;20,2;19,5
A06 V1 E V2;ARRA 15;;16/09/2019;43724;16/09/2019;MADURO;¶MBAR;0,53;15,8;1,24;16,7;18,8
B07 V2.1;SABLE;02/06/2019;12/09/2019;102;12/09/2019;MADURO;PRETA;0;14,4;0,99;14,2;18,6
B07 V2.2;SABLE;12/05/2019;12/09/2019;123;12/09/2019;MADURO;MESCLADA;0,25;16,2;0,76;15,8;19,1
B11 V2.2;SW35;10/06/2019;11/09/2019;93;11/09/2019;MADURO;VERDE;0,17;10,4;1,57;10,4;25,1
B04 V1;CRIMSON;28/05/2019;11/09/2019;106;11/09/2019;MADURO;ROSADA;0,07;14,2;1,4;14,1;16,9
A11 V1;MIDNIGHT;17/06/2019;11/09/2019;86;11/09/2019;MADURO;PRETA;0,38;15;0,88;15,4;16,8
B03 V1;CRIMSON;28/05/2019;11/09/2019;106;11/09/2019;MADURO;ROSADA;0,14;15;1,26;14,9;16,8
A06 V3 E V4;ARRA 15;;10/09/2019;43718;10/09/2019;MADURO;¶MBAR;0,9;20;1,05;20,6;18,8
A09 V2;ARRA 15;;13/09/2019;43721;13/09/2019;MADURO;¶MBAR;0,9;17.6;0,89;18,7;18,7
A04 V3 E V4;ARRA 12;;13/09/2019;43721;13/09/2019;MADURO;VERMELHA;0,41;16;0,69;16;21,9
A09 V1;ARRA 15;;13/09/2019;43721;13/09/2019;MADURO;¶MBAR;0,97;18,4;0,99;19,5;19,1
A09 V4;ARRA 15;;13/09/2019;43721;13/09/2019;MADURO;¶MBAR;0,67;17;1,1;17,7;19,1
A09 V3;ARRA 15;;13/09/2019;43721;13/09/2019;MADURO;¶MBAR;0,8;17;1;18;19,3
A11 V2;MIDNIGHT;;24/09/2019;43732;24/09/2019;MADURO;PRETA;0,85;16,3;0,68;16,8;16,5
B07 V2.1;SABLE;02/06/2019;24/09/2019;114;24/09/2019;MADURO;PRETA;0,47;17,1;0,77;16,9;19,6
B07 V2.1;SABLE;02/06/2019;24/09/2019;114;24/09/2019;MADURO;PRETA;0,05;13,8;0,78;14,3;19
A06 V2;ARRA 15;;23/09/2019;43731;23/09/2019;MADURO;¶MBAR;0,87;18,3;0,99;18,8;19,1
A04 V3 E V4;ARRA 12;;23/09/2019;43731;23/09/2019;MADURO;VERMELHA;0,93;18,3;0,62;18,7;21,7
A06 V1;ARRA 15;;23/09/2019;43731;23/09/2019;MADURO;¶MBAR;0,95;17,5;0,96;19,5;19
A10 V1;ARRA 15;;23/09/2019;43731;23/09/2019;MADURO;¶MBAR;0,32;15;1,36;16;18
A10 V2;ARRA 15;;23/09/2019;43731;23/09/2019;MADURO;¶MBAR;0,32;15,6;1,26;15,8;17,8
B03 V1;CRIMSON;28/05/2019;23/09/2019;118;23/09/2019;MADURO;VERMELHA;0,98;18,3;0,84;18,4;16,9
B11 V2.2;SW35;10/06/2019;23/09/2019;105;23/09/2019;MADURO;¶MBAR;0;12,8;0,89;13,1;26
B04 V1;CRIMSON;28/05/2019;23/09/2019;118;23/09/2019;MADURO;VERMELHA;0,77;17,3;0,92;16,6;17,5
B06 V1;ARRA 15;26/06/2019;24/09/2019;90;24/09/2019;MADURO;VERDE;0;13,6;1,91;12,4;18,6
B06 V2;ARRA 15;26/06/2019;24/09/2019;90;24/09/2019;MADURO;VERDE;0;11,8;1,76;12,2;19
A06 V1 E V2;ARRA 15;;20/09/2019;43728;20/09/2019;MADURO;¶MBAR;0,78;17,7;1,01;18,5;18,9
A11 V1;MIDNIGHT;;20/09/2019;43728;20/09/2019;MADURO;PRETA;0,83;16,4;0,62;16,9;17,4
A10 V2;ARRA 15;;20/09/2019;43728;20/09/2019;MADURO;¶MBAR;0,05;14,5;1,53;14,4;17,7
B07 V2.1;SABLE;02/06/2019;20/09/2019;110;20/09/2019;MADURO;PRETA;0,32;16,6;0,78;16,2;19
A04 V3 E V4;ARRA 12;;20/09/2019;43728;20/09/2019;MADURO;VERMELHA;0,57;17,3;0,63;17,2;21,4
A11 V2;MIDNIGHT;;20/09/2019;43728;20/09/2019;MADURO;PRETA;0,53;15;0,78;15,9;16,5
B07 V2.2;SABLE;12/05/2019;20/09/2019;131;20/09/2019;MADURO;PRETA;0,72;17,4;0,69;17,7;19
B07 V2.2;SABLE;12/05/2019;25/09/2019;136;25/09/2019;MADURO;PRETA;0,18;15,5;0,69;15,5;18,7
A11 V1;MIDNIGHT;17/06/2019;25/09/2019;100;25/09/2019;MADURO;PRETA;0,93;17;0,55;17,7;17,4
A11 V1;MIDNIGHT;17/06/2019;25/09/2019;100;25/09/2019;MADURO;PRETA;0,17;15,5;0,66;14,9;17,3
A11 V2;MIDNIGHT;21/06/2019;25/09/2019;96;25/09/2019;MADURO;PRETA;0,08;14,2;0,85;1,3;16,5
A10 V1;ARRA 15;;26/09/2019;43734;26/09/2019;MADURO;¶MBAR;0,47;16,5;1,19;16,7;18,2
A10 V2;ARRA 15;;26/09/2019;43734;26/09/2019;MADURO;¶MBAR;0,43;16,2;1,22;16,5;18,1
B03 V1;CRIMSON;28/05/2019;26/09/2019;121;26/09/2019;MADURO;VERMELHA;0,98;19,9;0,88;18,6;17,2
B06 V1;ARRA 15;26/06/2019;26/09/2019;92;26/09/2019;MADURO;¶MBAR;0;13,2;1,66;13,1;19,3
B06 V2;ARRA 15;26/06/2019;26/09/2019;92;26/09/2019;MADURO;¶MBAR;0;13,2;1,58;13,2;19,9
B04 V1;CRIMSON;28/05/2019;26/09/2019;121;26/09/2019;MADURO;VERMELHA;0,87;17,3;0,87;17,3;17,5
A11 V1;MIDNIGHT;17/06/2019;27/09/2019;102;27/09/2019;MADURO;PRETA;0,22;14,6;0,63;15;17,1
A11 V2;MIDNIGHT;21/06/2019;27/09/2019;98;27/09/2019;MADURO;PRETA;0,88;16,2;0,62;17,1;17,2
A11 V1;MIDNIGHT;17/06/2019;27/09/2019;102;27/09/2019;MADURO;PRETA;0,95;17,1;0,52;18,3;17,3
A11 V2;MIDNIGHT;21/06/2019;27/09/2019;98;27/09/2019;MADURO;PRETA;0,13;14,2;0,76;14,4;16,1
B07 V2.1;SABLE;02/06/2019;27/09/2019;117;27/09/2019;MADURO;PRETA;0,05;14,8;0,73;14,6;19,4
B07 V2.1;SABLE;02/06/2019;27/09/2019;117;27/09/2019;MADURO;PRETA;0,67;18,1;0,64;17,7;19,5
B07 V2.2;SABLE;12/05/2019;27/09/2019;138;27/09/2019;MADURO;PRETA;0,28;16;0,64;15,6;18,9
B07 V2.2;SABLE;12/05/2019;27/09/2019;138;27/09/2019;MADURO;PRETA;0,8;19,1;0,59;18,3;18,9
A10 V1;ARRA 15;;30/09/2019;43738;30/09/2019;MADURO;¶MBAR;0,85;17,3;0,98;18,1;18,5
A10 V2;ARRA 15;;30/09/2019;43738;30/09/2019;MADURO;¶MBAR;0,73;18;0,96;18,3;17,7
B06 V1;ARRA 15;26/06/2019;30/09/2019;96;30/09/2019;MADURO;¶MBAR;0,03;13,7;1,42;13,8;20,3
B06 V2;ARRA 15;26/06/2019;30/09/2019;96;30/09/2019;MADURO;¶MBAR;0,02;14,2;1,32;14,1;19,7
B07 V1.1;SABLE;30/06/2019;30/09/2019;92;30/09/2019;MADURO;PRETA;0;13,6;0,9;13,4;19,5
B07 V1.2;SABLE;22/06/2019;30/09/2019;100;30/09/2019;MADURO;PRETA;0;13,8;0,84;13,7;19,7
B07 V2.1;SABLE;02/06/2019;30/09/2019;120;30/09/2019;MADURO;PRETA;0,15;15,5;0,66;15,6;19,2
B07 V2.1;SABLE;02/06/2019;30/09/2019;120;30/09/2019;MADURO;PRETA;0,83;18,4;0,6;18,6;19,7
B03 V1;CRIMSON;28/05/2019;30/09/2019;125;30/09/2019;MADURO;VERMELHA;0,98;19,6;0,81;19,7;17,4
B04 V1;CRIMSON;28/05/2019;30/09/2019;125;30/09/2019;MADURO;VERMELHA;1;18.9;0,78;18,8;17,8
B11 V2.2;SW35;10/06/2019;30/09/2019;112;30/09/2019;MADURO;¶MBAR;0;13,8;0,72;14,2;26,8
B11 V2.2;SW35;10/06/2019;04/10/2019;116;04/10/2019;MADURO;¶MBAR;0,17;15;0,7;15;26,9
B06 V1;ARRA 15;26/06/2019;04/10/2019;100;04/10/2019;MADURO;¶MBAR;0,05;15;1,15;14,7;19,9
B06 V2;ARRA 15;26/06/2019;04/10/2019;100;04/10/2019;MADURO;¶MBAR;0,2;15;1,15;15,5;20,5
A11 V2;MIDNIGHT;21/06/2019;01/10/2019;102;01/10/2019;MADURO;PRETA;0,95;17,5;0,54;18,1;16,6
B11 V2;SW35;;02/10/2019;43740;02/10/2019;MADURO;¶MBAR;0,02;14,1;0,67;14,1;26
B06 V2;ARRA 15;26/06/2019;02/10/2019;98;02/10/2019;MADURO;¶MBAR;0,15;15,3;1,23;15,1;19,9
B06 V1;ARRA 15;26/06/2019;02/10/2019;98;02/10/2019;MADURO;¶MBAR;0,04;14,3;1,16;1413;20,3
B08 V1;ARRA 15;01/07/2019;02/10/2019;93;02/10/2019;MADURO;¶MBAR;0,03;14,3;1,62;14;18,3
B08 V2;ARRA 15;01/07/2019;02/10/2019;93;02/10/2019;MADURO;VERDE;0;12,9;1,89;12,2;18,4
A10 V2;ARRA 15;26/06/2019;03/10/2019;99;03/10/2019;MADURO;¶MBAR;0,86;18,7;0,93;19,6;17,8
B07 V1.2;SABLE;22/06/2019;03/10/2019;103;03/10/2019;MADURO;PRETA;1;15;0,72;14,3;19,9
A10 V1;ARRA 15;;03/10/2019;43741;03/10/2019;MADURO;¶MBAR;0,93;17,5;0,93;19,3;18,3
B01 V1;BENITAKA M;18/06/2019;03/10/2019;107;03/10/2019;MADURO;ROSADA;0,91;14,8;1,1;15,7;23,5
B07 V1.1;SABLE;30/06/2019;03/10/2019;95;03/10/2019;MADURO;PRETA;1;14,1;0,8;14;19,5
B11V2;SW35;;07/10/2019;43745;07/10/2019;MADURO;¶MBAR;0,37;15,8;0,59;16,5;26,8
B06 V1;ARRA 15;26/06/2019;07/10/2019;103;07/10/2019;MADURO;¶MBAR;0,57;16,6;0,99;17,1;20,5
B06 V2;ARRA 15;26/06/2019;07/10/2019;103;07/10/2019;MADURO;¶MBAR;0,27;15,7;1,01;16;21,4
B07 V1.1;SABLE;30/06/2019;07/10/2019;99;07/10/2019;MADURO;PRETA;0;13,3;0,79;12,9;20,9
B01 V1;BENITAKA M;18/06/2019;07/10/2019;111;07/10/2019;MADURO;VERMELHA;0,9;15,4;0,93;15,8;24,4
B07 V1.2;SABLE;22/06/2019;07/10/2019;107;07/10/2019;MADURO;PRETA;0;12,9;0,73;12,7;20,3
B07 V1.2;SABLE;22/06/2019;07/10/2019;107;07/10/2019;MADURO;PRETA;0,05;15,4;0,67;15,4;20,5
B07 V1.1;SABLE;30/06/2019;07/10/2019;99;07/10/2019;MADURO;PRETA;0,05;14,3;0,71;14,7;19,8
B08 V2;ARRA 15;01/07/2019;08/10/2019;99;08/10/2019;MADURO;¶MBAR;0,1;15,2;1,42;14,4;19,3
B08 V1;ARRA 15;01/06/2019;08/10/2019;129;08/10/2019;MADURO;¶MBAR;0,33;16;0,94;15,9;19,2
B06 V2;ARRA 15;26/06/2019;09/10/2019;105;09/10/2019;MADURO;¶MBAR;0,55;17;0,92;17,3;21
B06 V1;ARRA 15;26/06/2019;09/10/2019;105;09/10/2019;MADURO;¶MBAR;0,63;16,5;0,92;17,4;20,6
B11V2;SW35;;09/10/2019;43747;09/10/2019;MADURO;¶MBAR;0,48;16,2;0,56;16,7;26,7
B01 V1;BENITAKA M;18/06/2019;10/10/2019;114;10/10/2019;MADURO;VERMELHA;0,95;16,4;0,8;16,4;24,1
B07 V1.1;SABLE;30/06/2019;10/10/2019;102;10/10/2019;MADURO;¶MBAR;0,08;15,9;0,63;15,6;19,6
B08 V1;ARRA 15;01/07/2019;10/10/2019;101;10/10/2019;MADURO;¶MBAR;0,42;16,9;1,2;16,3;19,5
B08 V2;ARRA 15;01/06/2019;10/10/2019;131;10/10/2019;MADURO;¶MBAR;0,22;15,6;1,23;15,4;19,3
B07 V1.2;SABLE;22/06/2019;10/10/2019;110;10/10/2019;MADURO;PRETA;0,12;16,5;0,61;15,7;20,2
B07 V1.1;SABLE;30/06/2019;10/10/2019;102;10/10/2019;MADURO;PRETA;0;13,2;0,78;13,1;19,8
B07 V1.2;SABLE;22/06/2019;10/10/2019;110;10/10/2019;MADURO;PRETA;0;13,4;0,69;13,1;20,1
B08 V2;ARRA 15;06/07/2019;11/10/2019;97;11/10/2019;MADURO;VERDE;0,02;13,4;1,56;14;19,5
B08 V1;ARRA 15;29/06/2019;11/10/2019;104;11/10/2019;MADURO;VERDE;0,15;14,4;1,3;14,9;19,4
B06 V1;ARRA 15;26/06/2019;11/10/2019;107;11/10/2019;MADURO;VERDE;0,22;12,8;0,96;14,6;20,1
B06 V2;ARRA 15;26/06/2019;11/10/2019;107;11/10/2019;MADURO;VERDE;0,12;13,9;1,11;14,5;20,1
B11 FILA 42 A 45;ARRA 12;;15/10/2019;43753;15/10/2019;MADURO;VERMELHA;0;13,4;1;13,4;17,8
B07 V1.1;SABLE;30/06/2019;14/10/2019;106;14/10/2019;MADURO;PRETA;0,3;15,7;0,57;16,4;20,3
B07 V1.2;SABLE;22/06/2019;14/10/2019;114;14/10/2019;MADURO;PRETA;0,23;16,2;0,57;16;21,1
B07 V1.1;SABLE;30/06/2019;14/10/2019;106;14/10/2019;MADURO;PRETA;0;13,5;0,64;14,2;20,4
B07 V1.2;SABLE;22/06/2019;14/10/2019;114;14/10/2019;MADURO;PRETA;0;13,8;0,66;13,8;20,7
B01 V1;BENITAKA M;18/06/2019;14/10/2019;118;14/10/2019;MADURO;VERMELHA;1;16,9;0,71;17,8;24,5
B08 V1;ARRA 15;29/06/2019;14/10/2019;107;14/10/2019;MADURO;¶MBAR;0,85;17,7;1,06;18,5;19,4
B08 V2;ARRA 15;06/07/2019;14/10/2019;100;14/10/2019;MADURO;¶MBAR;0,48;16,1;1,23;16,8;19,7
B07 V1.1;SABLE;30/06/2019;17/10/2019;109;17/10/2019;MADURO;PRETA;0,23;15,9;0,56;16,1;21,4
B07 V1.2;SABLE;22/06/2019;17/10/2019;117;17/10/2019;MADURO;PRETA;0,33;15,9;0,53;16,4;22
B07 V1.2;SABLE;22/06/2019;17/10/2019;117;17/10/2019;MADURO;PRETA;0,35;16,4;0,46;16,4;19,3
B07 V1.1;SABLE;30/06/2019;17/10/2019;109;17/10/2019;MADURO;PRETA;0,17;15,8;0,6;15,8;19,2
B07 V1.1;SABLE;30/06/2019;18/10/2019;110;18/10/2019;MADURO;PRETA DESUNIFORME;0,02;14,3;0,62;14,2;19
B07 V1.2;SABLE;22/06/2019;18/10/2019;118;18/10/2019;MADURO;PRETA DESUNIFORME;0,02;14,3;0,57;14;19,2
B07 V1.1;SABLE;30/06/2019;18/10/2019;110;18/10/2019;MADURO;PRETA DESUNIFORME;0;14,3;0,61;14,5;21,1
B07 V1.2;SABLE;22/06/2019;18/10/2019;118;18/10/2019;MADURO;PRETA DESUNIFORME;0;14,6;0,57;14,4;21,8
B07 V1.1;SABLE;30/06/2019;21/10/2019;113;21/10/2019;MADURO;PRETA DESUNIFORME;0,03;15,1;0,6;14,8;20,3
B07 V1.2;SABLE;22/06/2019;21/10/2019;121;21/10/2019;MADURO;PRETA DESUNIFORME;0,03;15,7;0,56;14,6;20,6
B07 V1.1;SABLE;30/06/2019;21/10/2019;113;21/10/2019;MADURO;PRETA;0,35;16,7;0,58;16,7;20,6
B07 V1.2;SABLE;22/06/2019;21/10/2019;121;21/10/2019;MADURO;PRETA;0,48;16,5;0,52;16,6;20,5
B11 V02;ARRA 12;;22/10/2019;43760;22/10/2019;MADURO;VERMELHA;0,02;14,7;0,76;14,8;18
B11 V02;ARRA 30;;22/10/2019;43760;22/10/2019;MADURO;¶MBAR;0,83;17,8;0,33;17,9;20,3
B02 V1;BENITAKA M;;23/10/2019;43761;23/10/2019;MADURO;VERMELHA;0,93;15,7;0,86;16,2;24,5
B02 V1;BENITAKA M;;28/10/2019;43766;28/10/2019;MADURO;VERMELHA;0,93;16,1;0,72;16,6;24,7
B02 V2;BENITAKA M;;29/10/2019;43767;29/10/2019;MADURO;VERMELHA;0,98;16;0,72;16,6;23,6
B11 V02;ARRA 12;;29/10/2019;43767;29/10/2019;MADURO;VERMELHA;0,33;16,2;0,57;16;18,6
A14 V2;BENITAKA M;;04/11/2019;43773;04/11/2019;MADURO;VERMELHA;0,95;14,7;1;15,6;24,2
B02 V2;BENITAKA M;;04/11/2019;43773;04/11/2019;MADURO;VERMELHA;1;16,9;0,81;17,2;24,7
B10 V2;ARRA 15;;04/11/2019;43773;04/11/2019;MADURO;¶MBAR;0,03;14,5;1,35;14,7;18,5
B10 V1;ARRA 15;;04/11/2019;43773;04/11/2019;MADURO;¶MBAR;0,05;15,3;1,28;14,4;19,6
B17 V2;ARRA 15;21/08/2019;06/11/2019;77;06/11/2019;MADURO;¶MBAR;0;13,1;1,97;11,7;18
B17 V1;ARRA 15;14/08/2019;06/11/2019;84;06/11/2019;MADURO;¶MBAR;0,1;14,7;1,54;13,7;18,6
B11 V2;ARRA 12;;06/11/2019;43775;06/11/2019;MADURO;VERMELHA;0,8;19;0,48;18,8;18,4
B02 V2;BENITAKA M;;06/11/2019;43775;06/11/2019;MADURO;VERMELHA;1;17,3;0,84;17,8;24
B10 V2;ARRA 15;;07/11/2019;43776;07/11/2019;MADURO;¶MBAR;0,18;15,7;1,24;15,4;18,2
B10 V1;ARRA 15;05/08/2019;07/11/2019;94;07/11/2019;MADURO;¶MBAR;0,23;16,1;1,17;16;18,4
A14 V2;BENITAKA M;;08/11/2019;43777;08/11/2019;MADURO;VERMELHA;0,95;14,5;0,96;16;24
B10 V1;ARRA 15;;11/11/2019;43780;11/11/2019;MADURO;¶MBAR;0,5;16,2;0,99;16,9;19,3
B17 V1;ARRA 15;;11/11/2019;43780;11/11/2019;MADURO;¶MBAR;0,3;15,6;1,23;15,6;19
B17 V2;ARRA 15;;11/11/2019;43780;11/11/2019;MADURO;¶MBAR;0;13;1,69;13,2;19,1
B10 V2;ARRA 15;;11/11/2019;43780;11/11/2019;MADURO;¶MBAR;0,58;16,5;1,03;17,1;18,8
A14 V2;BENITAKA M;;12/11/2019;43781;12/11/2019;MADURO;VERMELHA;1;17,2;0,85;17;24,3
A14 V2;BENITAKA M;;14/11/2019;43783;14/11/2019;MADURO;VERMELHA;0,98;17,1;0,81;16,6;23,2
B17 V2;ARRA 15;;14/11/2019;43783;14/11/2019;MADURO;¶MBAR;0;13,3;1,38;13;19
A12 V1;ARRA 15;;15/11/2019;43784;15/11/2019;MADURO;¶MBAR;0;14,3;1,53;12,8;18,1
B17 V1;ARRA 15;14/08/2019;14/11/2019;92;14/11/2019;MADURO;¶MBAR;0,1;15,7;1,08;15;19,5
B10 V2;ARRA 15;05/08/2019;14/11/2019;101;14/11/2019;MADURO;¶MBAR;0,25;16,8;0,93;15,5;19,1
A12 V2;ARRA 15;21/08/2019;14/11/2019;85;14/11/2019;MADURO;¶MBAR;0;14,1;1,47;13,4;18,2
A07 V2;ARRA 15;;15/11/2019;43784;15/11/2019;MADURO;¶MBAR;0,4;14,6;0,99;16,4;20
A07 V1;ARRA 15;19/08/2019;18/11/2019;91;18/11/2019;MADURO;¶MBAR;0,07;15,1;1,28;15;20,7
A07 V2;ARRA 15;;19/11/2019;43788;19/11/2019;MADURO;¶MBAR;0,13;14,8;1,26;14,9;20,2
A14 V1;BENITAKA M;;21/11/2019;43790;21/11/2019;MADURO;VERMELHA;0,98;15,6;1,01;15,8;23
A12 V2;ARRA 15;;21/11/2019;43790;21/11/2019;MADURO;¶MBAR;0,17;15,7;1,06;16;18,7
A07 V1;ARRA 15;;21/11/2019;43790;21/11/2019;MADURO;¶MBAR;0,4;15,8;1,09;16,5;20,4
A12 V1;ARRA 15;;21/11/2019;43790;21/11/2019;MADURO;¶MBAR;0,15;15,4;1,18;15,4;18,7
B17 V1;ARRA 15;;22/11/2019;43791;22/11/2019;MADURO;¶MBAR;0,67;17,1;0,9;18,1;19,1
A07 V2;ARRA 15;;23/11/2019;43792;23/11/2019;MADURO;¶MBAR;0,18;16;1,06;15,9;20,1
B17 V2;ARRA 15;;23/11/2019;43792;23/11/2019;MADURO;¶MBAR;0,37;15,8;1,03;16,1;19,3
B17 V1;ARRA 15;;25/11/2019;43794;25/11/2019;MADURO;¶MBAR;0,78;19;0,81;19,4;19,1
